Name,Source,Type,IsBaseItem,Rarity,Weight,Value,RequiresAttunement,Description,Property,Damage,DamageType,ArmorClass
Apparatus of Kwalish,XDMG,,False,legendary,500,,,"[""This item first appears to be a sealed iron barrel weighing 500 pounds. The barrel has a hidden catch, which can be found with a successful {@dc 20} Intelligence ({@skill Investigation|XPHB}) check. Releasing the catch unlocks a hatch at one end of the barrel, allowing two Medium or smaller creatures to crawl inside. Ten levers are set in a row at the far end, each in a neutral position, able to move up or down. When certain levers are used, the apparatus transforms to resemble a giant lobster."", ""The Apparatus of Kwalish is a Large object with the following statistics: {@b AC} 20; {@b HP} 200; {@b Speed} 30 ft., Swim 30 ft. (or 0 ft. for both if the legs aren't extended); {@b Immunity} to Poison and Psychic damage."", ""To be used as a vehicle, the apparatus requires one pilot. While the apparatus's hatch is closed, the compartment is airtight and watertight. The compartment holds enough air for 10 hours of breathing, divided by the number of breathing creatures inside."", ""The apparatus floats on water. It can also go underwater to a depth of 900 feet. Below that, the vehicle takes {@damage 2d6} Bludgeoning damage each minute from pressure."", ""A creature in the compartment can take a {@action Utilize|XPHB} action to move as many as two of the apparatus's levers up or down. After each use, a lever goes back to its neutral position. Each lever, from left to right, functions as shown in the Apparatus of Kwalish Levers table."", {""type"": ""table"", ""caption"": ""Apparatus of Kwalish Levers"", ""colStyles"": [""col-1 text-center"", ""col-5-5"", ""col-5-5""], ""colLabels"": [""Lever"", ""Up"", ""Down""], ""rows"": [[""1"", ""Legs extend, allowing the apparatus to walk and swim."", ""Legs retract, reducing the apparatus's {@variantrule Speed|XPHB} and {@variantrule Swim Speed|XPHB} to 0 and making it unable to benefit from bonuses to speed.""], [""2"", ""Forward window shutter opens."", ""Forward window shutter closes.""], [""3"", ""Side window shutters open (two per side)."", ""Side window shutters close (two per side).""], [""4"", ""Two claws extend from the front side of the apparatus."", ""The claws retract.""], [""5"", ""Each extended claw makes the following melee attack: +8 to hit, reach 5 ft. {@i Hit:} 7 ({@damage 2d6}) Bludgeoning damage."", ""Each extended claw makes the following melee attack: +8 to hit, reach 5 ft. {@i Hit:} The target has the {@condition Grappled|XPHB} condition (escape {@dc 15}).""], [""6"", ""The apparatus walks or swims forward provided its legs are extended."", ""The apparatus walks or swims backward provided its legs are extended.""], [""7"", ""The apparatus turns 90 degrees counterclockwise provided its legs are extended."", ""The apparatus turns 90 degrees clockwise provided its legs are extended.""], [""8"", ""Eyelike fixtures emit {@variantrule Bright Light|XPHB} in a 30-foot radius and {@variantrule Dim Light|XPHB} for an additional 30 feet."", ""The light turns off.""], [""9"", ""The apparatus sinks up to 20 feet if it's in liquid."", ""The apparatus rises up to 20 feet if it's in liquid.""], [""10"", ""The rear hatch unseals and opens."", ""The rear hatch closes and seals.""]]}]",,,,
Armor of Invulnerability,XDMG,HA|XPHB,False,legendary,65,,true,"[""You have {@variantrule Resistance|XPHB} to Bludgeoning, Piercing, and Slashing damage while you wear this armor."", {""type"": ""entries"", ""name"": ""Metal Shell"", ""entries"": [""You can take a {@action Magic|XPHB} action to give yourself {@variantrule Immunity|XPHB} to Bludgeoning, Piercing, and Slashing damage for 10 minutes or until you are no longer wearing the armor. Once this property is used, it can't be used again until the next dawn.""]}]",,,,18
Arrow-Catching Shield,XDMG,S|XPHB,False,rare,6,,true,"[""You gain a +2 bonus to {@variantrule Armor Class|XPHB} against ranged attack rolls while you wield this Shield. This bonus is in addition to the Shield's normal bonus to AC."", ""Whenever an attacker makes a ranged attack roll against a target within 5 feet of you, you can take a {@variantrule Reaction|XPHB} to become the target of the attack instead.""]",,,,2
Assassin's Blood,XDMG,G|XPHB,False,none,,15000,,"[""A creature subjected to Assassin's Blood makes a {@dc 10} Constitution saving throw. On a failed save, the creature takes 6 ({@damage 1d12}) Poison damage and has the {@condition Poisoned|XPHB} condition for 24 hours. On a successful save, the creature takes half as much damage only.""]",,,,
Backpack,XPHB,G|XPHB,False,none,5,200,,"[""A Backpack holds up to 30 pounds within 1 cubic foot. It can also serve as a saddlebag.""]",,,,
Bag of Beans,XDMG,,False,rare,,,,"[""This heavy cloth bag contains {@dice 3d4} dry beans when found. The bag weighs half a pound regardless of how many beans it contains and becomes a nonmagical item when it no longer contains any beans."", ""If you dump one or more beans out of the bag, they explode in a 10-foot-radius {@variantrule Sphere [Area of Effect]|XPHB|Sphere} centered on them. All the dumped beans are destroyed in the explosion, and each creature in the {@variantrule Sphere [Area of Effect]|XPHB|Sphere}, including you, makes a {@dc 15} Dexterity saving throw, taking {@damage 5d4} Force damage on a failed save or half as much damage on a successful one."", ""If you remove a bean from the bag, plant it in dirt or sand, and then water it, the bean disappears as it produces an effect 1 minute later from the ground where it was planted. The DM can choose an effect from the following table or determine it randomly."", {""type"": ""table"", ""colStyles"": [""col-2 text-center"", ""col-10""], ""colLabels"": [""1d100"", ""Effect""], ""rows"": [[""01"", ""{@dice 5d4} toadstools sprout. If a creature eats a toadstool, roll any die. On an odd roll, the eater must succeed on a {@dc 15} Constitution saving throw or take {@damage 5d6} Poison damage and have the {@condition Poisoned|XPHB} condition for 1 hour. On an even roll, the eater gains {@dice 5d6} {@variantrule Temporary Hit Points|XPHB} for 1 hour.""], [""02-10"", ""A geyser erupts and spouts water, beer, mayonnaise, tea, vinegar, wine, or oil (DM's choice) 30 feet into the air for {@dice 1d4} minutes.""], [""11-20"", ""A {@creature Treant|XMM} sprouts. Roll any die. On an odd roll, the treant is Chaotic Evil. On an even roll, the treant is Chaotic Good.""], [""21-30"", ""An animate but immobile stone statue in your likeness rises and makes verbal threats against you. If you leave it and others come near, it describes you as the most heinous of villains and directs the newcomers to find and attack you. If you are on the same plane of existence as the statue, it knows where you are. The statue becomes inanimate after 24 hours.""], [""31-40"", ""A campfire with green flames springs forth and burns for 24 hours or until it is extinguished.""], [""41-50"", ""Three {@b Shrieker Fungi} sprout.""], [""51-60"", ""{@dice 1d4 + 4} bright-pink toads crawl forth. Whenever a toad is touched, it transforms into a Large or smaller monster of the DM's choice that acts in accordance with its alignment and nature. The monster remains for 1 minute, then disappears in a puff of bright-pink smoke.""], [""61-70"", ""A hungry {@creature Bulette|XMM} burrows up and attacks.""], [""71-80"", ""A fruit tree grows. It has {@dice 1d10 + 20} fruit, {@dice 1d8} of which act as randomly determined potions. The tree vanishes after 1 hour. Picked fruit remains, retaining any magic for 30 days.""], [""81-90"", ""A nest of {@dice 1d4 + 3} rainbow-colored eggs springs up. Any creature that eats an egg makes a {@dc 20} Constitution saving throw. On a successful save, a creature permanently increases its lowest ability score by 1, randomly choosing among equally low scores. On a failed save, the creature takes {@damage 10d6} Force damage from an internal explosion.""], [""91-95"", ""A pyramid with a 60-foot-square base bursts upward. Inside is a burial chamber containing a {@creature Mummy|XMM}, a {@creature Mummy Lord|XMM}, or some other Undead of the DM's choice. Its sarcophagus contains treasure of the DM's choice.""], [""96-00"", ""A giant beanstalk sprouts, growing to a height of the DM's choice. The top leads where the DM chooses, such as to a great view, a cloud giant's castle, or another plane of existence.""]]}]",,,,
Bag of Devouring,XDMG,,False,very rare,,,,"[""This bag resembles a {@item Bag of Holding|XDMG} but is a feeding orifice for a gigantic extradimensional creature. Turning the bag inside out closes the orifice."", ""The extradimensional creature attached to the bag can sense whatever is placed inside the bag. Animal or vegetable matter placed wholly in the bag is devoured and lost forever. When part of a living creature is placed in the bag, as happens when someone reaches inside it, there is a {@chance 50} chance that the creature is pulled inside the bag. A creature inside the bag can take an action to try to escape, doing so with a successful {@dc 15} Strength ({@skill Athletics|XPHB}) check. Another creature can take an action to reach into the bag to pull a creature out, doing so with a successful {@dc 20} Strength ({@skill Athletics|XPHB}) check, provided the puller isn't pulled inside the bag first. Any creature that starts its turn inside the bag is devoured, its body destroyed."", ""Inanimate objects can be stored in the bag, which can hold a cubic foot of such material. However, once each day, the bag swallows any objects inside it and spits them out into another plane of existence. The DM determines the time and plane."", ""If the bag is pierced or torn, it is destroyed, and anything contained within it is transported to a random location on the Astral Plane.""]",,,,
Bag of Holding,XDMG,,False,uncommon,5,,,"[""This bag has an interior space considerably larger than its outside dimensions—roughly 2 feet square and 4 feet deep on the inside. The bag can hold up to 500 pounds, not exceeding a volume of 64 cubic feet. The bag weighs 5 pounds, regardless of its contents. Retrieving an item from the bag requires a {@action Utilize|XPHB} action."", ""If the bag is overloaded, pierced, or torn, it is destroyed, and its contents are scattered in the Astral Plane. If the bag is turned inside out, its contents spill forth unharmed, but the bag must be put right before it can be used again. The bag holds enough air for 10 minutes of breathing, divided by the number of breathing creatures inside."", ""Placing a Bag of Holding inside an extradimensional space created by a {@item Heward's Handy Haversack|XDMG}, Portable Hole, or similar item instantly destroys both items and opens a gate to the Astral Plane. The gate originates where the one item was placed inside the other. Any creature within a 10-foot-radius {@variantrule Sphere [Area of Effect]|XPHB|Sphere} centered on the gate is sucked through it to a random location on the Astral Plane. The gate then closes. The gate is one-way and can't be reopened.""]",,,,
"Bag of Tricks, Gray",XDMG,,False,uncommon,,,,"[""This bag made from gray cloth appears empty. Reaching inside the bag, however, reveals the presence of a small, fuzzy object."", ""You can take a {@action Magic|XPHB} action to pull the fuzzy object from the bag and throw it up to 20 feet. When the object lands, it transforms into a creature you determine by rolling on the table below. See the {@book Monster Manual|XMM} for the creature's stat block. The creature vanishes at the next dawn or when it is reduced to 0 {@variantrule Hit Points|XPHB}."", ""The creature is {@variantrule Friendly [Attitude]|XPHB|Friendly} to you and your allies, and it acts immediately after you on your {@variantrule Initiative|XPHB} count. You can take a {@variantrule Bonus Action|XPHB} to command how the creature moves and what action it takes on its next turn, such as attacking an enemy. In the absence of such orders, the creature acts in a fashion appropriate to its nature."", ""Once three fuzzy objects have been pulled from the bag, the bag can't be used again until the next dawn."", {""type"": ""table"", ""colStyles"": [""col-2 text-center"", ""col-10""], ""colLabels"": [""1d8"", ""Creature""], ""rows"": [[""1"", ""{@creature Weasel|XMM}""], [""2"", ""{@creature Giant Rat|XMM}""], [""3"", ""{@creature Badger|XMM}""], [""4"", ""{@creature Boar|XMM}""], [""5"", ""{@creature Panther|XMM}""], [""6"", ""{@creature Giant Badger|XMM}""], [""7"", ""{@creature Dire Wolf|XMM}""], [""8"", ""{@creature Giant Elk|XMM}""]]}]",,,,
"Bag of Tricks, Rust",XDMG,,False,uncommon,,,,"[""This bag made from rust cloth appears empty. Reaching inside the bag, however, reveals the presence of a small, fuzzy object."", ""You can take a {@action Magic|XPHB} action to pull the fuzzy object from the bag and throw it up to 20 feet. When the object lands, it transforms into a creature you determine by rolling on the table below. See the {@book Monster Manual|XMM} for the creature's stat block. The creature vanishes at the next dawn or when it is reduced to 0 {@variantrule Hit Points|XPHB}."", ""The creature is {@variantrule Friendly [Attitude]|XPHB|Friendly} to you and your allies, and it acts immediately after you on your {@variantrule Initiative|XPHB} count. You can take a {@variantrule Bonus Action|XPHB} to command how the creature moves and what action it takes on its next turn, such as attacking an enemy. In the absence of such orders, the creature acts in a fashion appropriate to its nature."", ""Once three fuzzy objects have been pulled from the bag, the bag can't be used again until the next dawn."", {""type"": ""table"", ""colStyles"": [""col-2 text-center"", ""col-10""], ""colLabels"": [""1d8"", ""Creature""], ""rows"": [[""1"", ""{@creature Rat|XMM}""], [""2"", ""{@creature Owl|XMM}""], [""3"", ""{@creature Mastiff|XMM}""], [""4"", ""{@creature Goat|XMM}""], [""5"", ""{@creature Giant Goat|XMM}""], [""6"", ""{@creature Giant Boar|XMM}""], [""7"", ""{@creature Lion|XMM}""], [""8"", ""{@creature Brown Bear|XMM}""]]}]",,,,
"Bag of Tricks, Tan",XDMG,,False,uncommon,,,,"[""This bag made from tan cloth appears empty. Reaching inside the bag, however, reveals the presence of a small, fuzzy object."", ""You can take a {@action Magic|XPHB} action to pull the fuzzy object from the bag and throw it up to 20 feet. When the object lands, it transforms into a creature you determine by rolling on the table below. See the {@book Monster Manual|XMM} for the creature's stat block. The creature vanishes at the next dawn or when it is reduced to 0 {@variantrule Hit Points|XPHB}."", ""The creature is {@variantrule Friendly [Attitude]|XPHB|Friendly} to you and your allies, and it acts immediately after you on your {@variantrule Initiative|XPHB} count. You can take a {@variantrule Bonus Action|XPHB} to command how the creature moves and what action it takes on its next turn, such as attacking an enemy. In the absence of such orders, the creature acts in a fashion appropriate to its nature."", ""Once three fuzzy objects have been pulled from the bag, the bag can't be used again until the next dawn."", {""type"": ""table"", ""colStyles"": [""col-2 text-center"", ""col-10""], ""colLabels"": [""1d8"", ""Creature""], ""rows"": [[""1"", ""{@creature Jackal|XMM}""], [""2"", ""{@creature Ape|XMM}""], [""3"", ""{@creature Baboon|XMM}""], [""4"", ""{@creature Axe Beak|XMM}""], [""5"", ""{@creature Black Bear|XMM}""], [""6"", ""{@creature Giant Weasel|XMM}""], [""7"", ""{@creature Giant Hyena|XMM}""], [""8"", ""{@creature Tiger|XMM}""]]}]",,,,
Ball Bearings,XPHB,G|XPHB,False,none,2,100,,"[""As a {@action Utilize|XPHB} action, you can spill Ball Bearings from their pouch. They spread to cover a level, 10-foot-square area within 10 feet of yourself. A creature that enters this area for the first time on a turn must succeed on a {@dc 10} Dexterity saving throw or have the {@condition Prone|XPHB} condition. It takes 10 minutes to recover the Ball Bearings.""]",,,,
Barrel,XPHB,G|XPHB,False,none,70,200,,"[""A Barrel holds up to 40 gallons of liquid or up to 4 cubic feet of dry goods.""]",,,,
Basic Poison,XPHB,G|XPHB,False,none,,10000,,"[""As a {@variantrule Bonus Action|XPHB}, you can use a vial of Basic Poison to coat one weapon or up to three pieces of ammunition. A creature that takes Piercing or Slashing damage from the poisoned weapon or ammunition takes an extra {@damage 1d4} Poison damage. Once applied, the poison retains potency for 1 minute or until its damage is dealt, whichever comes first.""]",,,,
Basket,XPHB,G|XPHB,False,none,2,40,,"[""A Basket holds up to 40 pounds within 2 cubic feet.""]",,,,
Bead of Force,XDMG,,False,rare,0.5,,,"[""This small black sphere measures 3/4 of an inch in diameter and weighs an ounce. Typically, {@dice 1d4 + 4} Beads of Force are found together."", ""You can take a {@action Magic|XPHB} action to throw the bead up to 60 feet. The bead explodes in a 10-foot-radius {@variantrule Sphere [Area of Effect]|XPHB|Sphere} on impact and is destroyed. Each creature in the {@variantrule Sphere [Area of Effect]|XPHB|Sphere} must succeed on a {@dc 15} Dexterity saving throw or take {@damage 5d4} Force damage. A sphere of transparent force then encloses the area for 1 minute. Any creature that failed the save and is completely within the area is trapped inside this sphere. Creatures that succeeded on the save or are partially within the area are pushed away from the center of the sphere until they are no longer inside it. Only breathable air can pass through the sphere's wall. No attack or other effect can pass through."", ""An enclosed creature can take a {@action Utilize|XPHB} action to push against the sphere's wall, moving the sphere up to half the creature's {@variantrule Speed|XPHB}. The sphere can be picked up, and its magic causes it to weigh only 1 pound, regardless of the weight of creatures inside.""]",,,,
Bead of Nourishment,XDMG,,False,common,,,,"[""This flavorless, gelatinous bead dissolves on your tongue and provides as much nourishment as 1 day of Rations.""]",,,,
Bedroll,XPHB,G|XPHB,False,none,7,100,,"[""A Bedroll sleeps one Small or Medium creature. While in a Bedroll, you automatically succeed on saving throws against {@hazard extreme cold|XDMG} (see the {@book Dungeon Master's Guide|XDMG}).""]",,,,
Bell,XPHB,G|XPHB,False,none,,100,,"[""When rung as a {@action Utilize|XPHB} action, a Bell produces a sound that can be heard up to 60 feet away.""]",,,,
Belt of Cloud Giant Strength,XDMG,,False,legendary,,,true,"[""While wearing this belt, your Strength score changes to 27. The item has no effect on you if your Strength without the belt is equal to or greater than the belt's score.""]",,,,
Belt of Dwarvenkind,XDMG,,False,rare,,,true,"[""While wearing this belt, you gain the following benefits:"", {""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""type"": ""item"", ""name"": ""Dwarvish"", ""entries"": [""You know Dwarvish.""]}, {""type"": ""item"", ""name"": ""Friend of Dwarvenkind"", ""entries"": [""You have {@variantrule Advantage|XPHB} on Charisma ({@skill Persuasion|XPHB}) checks made to interact with dwarves and duergar.""]}, {""type"": ""item"", ""name"": ""Toughness"", ""entries"": [""Your Constitution increases by 2, to a maximum of 20."", ""In addition, while attuned to the belt, you have a {@chance 50} chance each day at dawn of growing a full beard if you can grow one, or a thicker beard if you already have one."", ""If you aren't a dwarf or duergar, you gain the following additional benefits while wearing the belt:""]}, {""type"": ""item"", ""name"": ""Darkvision"", ""entries"": [""You have {@sense Darkvision|XPHB} with a range of 60 feet.""]}, {""type"": ""item"", ""name"": ""Resilience"", ""entries"": [""You have {@variantrule Resistance|XPHB} to Poison damage. You also have {@variantrule Advantage|XPHB} on saving throws you make to avoid or end the {@condition Poisoned|XPHB} condition.""]}]}]",,,,
