Name,Source,Size,Type,Alignment,AC,HP,Speed,STR,DEX,CON,INT,WIS,CHA,Save,Skill,Passive Perception,Languages,CR,Traits,Actions,Bonus Actions,Reactions,Legendary Actions,Spellcasting
Ice Mephit,MM,"[""S""]",elemental,"[""N"", ""E""]",[11],"{""average"": 21, ""formula"": ""6d6""}","{""walk"": 30, ""fly"": 30}",7,13,10,9,11,12,,"{""perception"": ""+2"", ""stealth"": ""+3""}",12,"[""Aquan"", ""Auran""]",1/2,"[{""name"": ""Death Burst"", ""entries"": [""When the mephit dies, it explodes in a burst of jagged ice. Each creature within 5 feet of it must make a {@dc 10} Dexterity saving throw, taking 4 ({@damage 1d8}) slashing damage on a failed save, or half as much damage on a successful one.""]}, {""name"": ""False Appearance"", ""entries"": [""While the mephit remains motionless, it is indistinguishable from an ordinary shard of ice.""]}]","[{""name"": ""Claws"", ""entries"": [""{@atk mw} {@hit 3} to hit, reach 5 ft., one creature. {@h}3 ({@damage 1d4 + 1}) slashing damage plus 2 ({@damage 1d4}) cold damage.""]}, {""name"": ""Frost Breath {@recharge}"", ""entries"": [""The mephit exhales a 15-foot cone of cold air. Each creature in that area must succeed on a {@dc 10} Dexterity saving throw, taking 5 ({@damage 2d4}) cold damage on a failed save, or half as much damage on a successful one.""]}]",,,,"[{""name"": ""Innate Spellcasting (1/Day)"", ""type"": ""spellcasting"", ""headerEntries"": [""The mephit can innately cast {@spell fog cloud}, requiring no material components. Its innate spellcasting ability is Charisma.""], ""will"": [""{@spell fog cloud}""], ""ability"": ""cha"", ""hidden"": [""will""]}]"
Imp,MM,"[""T""]","{""type"": ""fiend"", ""tags"": [""devil""]}","[""L"", ""E""]",[13],"{""average"": 10, ""formula"": ""3d4 + 3""}","{""walk"": 20, ""fly"": 40}",6,17,13,11,12,14,,"{""deception"": ""+4"", ""insight"": ""+3"", ""persuasion"": ""+4"", ""stealth"": ""+5""}",11,"[""Infernal"", ""Common""]",1,"[{""name"": ""Shapechanger"", ""entries"": [""The imp can use its action to polymorph into a beast form that resembles a rat (speed 20 ft.), a raven (20 ft., fly 60 ft.), or a spider (20 ft., climb 20 ft.), or back into its true form. Its statistics are the same in each form, except for the speed changes noted. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.""]}, {""name"": ""Devil's Sight"", ""entries"": [""Magical darkness doesn't impede the imp's darkvision.""]}, {""name"": ""Magic Resistance"", ""entries"": [""The imp has advantage on saving throws against spells and other magical effects.""]}]","[{""name"": ""Sting (Bite in Beast Form)"", ""entries"": [""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}5 ({@damage 1d4 + 3}) piercing damage, and the target must make a {@dc 11} Constitution saving throw, taking 10 ({@damage 3d6}) poison damage on a failed save, or half as much damage on a successful one.""]}, {""name"": ""Invisibility"", ""entries"": [""The imp magically turns {@condition invisible} until it attacks, or until its {@status concentration} ends (as if {@status concentration||concentrating} on a spell). Any equipment the imp wears or carries is {@condition invisible} with it.""]}]",,,,
Incubus,MM,"[""M""]","{""type"": ""fiend"", ""tags"": [""shapechanger""]}","[""N"", ""E""]","[{""ac"": 15, ""from"": [""natural armor""]}]","{""average"": 66, ""formula"": ""12d8 + 12""}","{""walk"": 30, ""fly"": 60}",8,17,13,15,12,20,,"{""deception"": ""+9"", ""insight"": ""+5"", ""perception"": ""+5"", ""persuasion"": ""+9"", ""stealth"": ""+7""}",15,"[""Abyssal"", ""Common"", ""Infernal"", ""telepathy 60 ft.""]",4,"[{""name"": ""Telepathic Bond"", ""entries"": [""The fiend ignores the range restriction on its telepathy when communicating with a creature it has {@condition charmed}. The two don't even need to be on the same plane of existence.""]}, {""name"": ""Shapechanger"", ""entries"": [""The fiend can use its action to polymorph into a Small or Medium humanoid, or back into its true form. Without wings, the fiend loses its flying speed. Other than its size and speed, its statistics are the same in each form. Any equipment it is wearing or carrying isn't transformed. It reverts to its true form if it dies.""]}]","[{""name"": ""Claw (Fiend Form Only)"", ""entries"": [""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}6 ({@damage 1d6 + 3}) slashing damage.""]}, {""name"": ""Charm"", ""entries"": [""One humanoid the fiend can see within 30 feet of it must succeed on a {@dc 15} Wisdom saving throw or be magically {@condition charmed} for 1 day. The {@condition charmed} target obeys the fiend's verbal or telepathic commands. If the target suffers any harm or receives a suicidal command, it can repeat the saving throw, ending the effect on a success. If the target successfully saves against the effect, or if the effect on it ends, the target is immune to this fiend's Charm for the next 24 hours."", ""The fiend can have only one target {@condition charmed} at a time. If it charms another, the effect on the previous target ends.""]}, {""name"": ""Draining Kiss"", ""entries"": [""The fiend kisses a creature {@condition charmed} by it or a willing creature. The target must make a {@dc 15} Constitution saving throw against this magic, taking 32 ({@damage 5d10 + 5}) psychic damage on a failed save, or half as much damage on a successful one. The target's hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.""]}, {""name"": ""Etherealness"", ""entries"": [""The fiend magically enters the Ethereal Plane from the Material Plane, or vice versa.""]}]",,,,
Invisible Stalker,MM,"[""M""]",elemental,"[""N""]",[14],"{""average"": 104, ""formula"": ""16d8 + 32""}","{""walk"": 50, ""fly"": {""number"": 50, ""condition"": ""(hover)""}, ""canHover"": true}",16,19,14,10,15,11,,"{""perception"": ""+8"", ""stealth"": ""+10""}",18,"[""Auran"", ""understands Common but doesn't speak it""]",6,"[{""name"": ""Invisibility"", ""entries"": [""The stalker is {@condition invisible}.""]}, {""name"": ""Faultless Tracker"", ""entries"": [""The stalker is given a quarry by its summoner. The stalker knows the direction and distance to its quarry as long as the two of them are on the same plane of existence. The stalker also knows the location of its summoner.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The stalker makes two slam attacks.""]}, {""name"": ""Slam"", ""entries"": [""{@atk mw} {@hit 6} to hit, reach 5 ft., one target. {@h}10 ({@damage 2d6 + 3}) bludgeoning damage.""]}]",,,,
Iron Golem,MM,"[""L""]",construct,"[""U""]","[{""ac"": 20, ""from"": [""natural armor""]}]","{""average"": 210, ""formula"": ""20d10 + 100""}","{""walk"": 30}",24,9,20,3,11,1,,,10,"[""understands the languages of its creator but can't speak""]",16,"[{""name"": ""Fire Absorption"", ""entries"": [""Whenever the golem is subjected to fire damage, it takes no damage and instead regains a number of hit points equal to the fire damage dealt.""]}, {""name"": ""Immutable Form"", ""entries"": [""The golem is immune to any spell or effect that would alter its form.""]}, {""name"": ""Magic Resistance"", ""entries"": [""The golem has advantage on saving throws against spells and other magical effects.""]}, {""name"": ""Magic Weapons"", ""entries"": [""The golem's weapon attacks are magical.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The golem makes two melee attacks.""]}, {""name"": ""Slam"", ""entries"": [""{@atk mw} {@hit 13} to hit, reach 5 ft., one target. {@h}20 ({@damage 3d8 + 7}) bludgeoning damage.""]}, {""name"": ""Sword"", ""entries"": [""{@atk mw} {@hit 13} to hit, reach 10 ft., one target. {@h}23 ({@damage 3d10 + 7}) slashing damage.""]}, {""name"": ""Poison Breath {@recharge 5}"", ""entries"": [""The golem exhales poisonous gas in a 15-foot cone. Each creature in that area must make a {@dc 19} Constitution saving throw, taking 45 ({@damage 10d8}) poison damage on a failed save, or half as much damage on a successful one.""]}]",,,,
Jackal,MM,"[""S""]",beast,"[""U""]",[12],"{""average"": 3, ""formula"": ""1d6""}","{""walk"": 40}",8,15,11,3,12,6,,"{""perception"": ""+3""}",13,,0,"[{""name"": ""Keen Hearing and Smell"", ""entries"": [""The jackal has advantage on Wisdom ({@skill Perception}) checks that rely on hearing or smell.""]}, {""name"": ""Pack Tactics"", ""entries"": [""The jackal has advantage on an attack roll against a creature if at least one of the jackal's allies is within 5 feet of the creature and the ally isn't {@condition incapacitated}.""]}]","[{""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 1} to hit, reach 5 ft., one target. {@h}1 ({@damage 1d4 - 1}) piercing damage.""]}]",,,,
Killer Whale,MM,"[""H""]",beast,"[""U""]","[{""ac"": 12, ""from"": [""natural armor""]}]","{""average"": 90, ""formula"": ""12d12 + 12""}","{""swim"": 60}",19,10,13,3,12,7,,"{""perception"": ""+3""}",13,,3,"[{""name"": ""Echolocation"", ""entries"": [""The whale can't use its blindsight while {@condition deafened}.""]}, {""name"": ""Hold Breath"", ""entries"": [""The whale can hold its breath for 30 minutes.""]}, {""name"": ""Keen Hearing"", ""entries"": [""The whale has advantage on Wisdom ({@skill Perception}) checks that rely on hearing.""]}]","[{""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 6} to hit, reach 5 ft., one target. {@h}21 ({@damage 5d6 + 4}) piercing damage.""]}]",,,,
Knight,MM,"[""M""]","{""type"": ""humanoid"", ""tags"": [""any race""]}","[""A""]","[{""ac"": 18, ""from"": [""{@item plate armor|phb}""]}]","{""average"": 52, ""formula"": ""8d8 + 16""}","{""walk"": 30}",16,11,14,11,11,15,"{""con"": ""+4"", ""wis"": ""+2""}",,10,"[""any one language (usually Common)""]",3,"[{""name"": ""Brave"", ""entries"": [""The knight has advantage on saving throws against being {@condition frightened}.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The knight makes two melee attacks.""]}, {""name"": ""Greatsword"", ""entries"": [""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}10 ({@damage 2d6 + 3}) slashing damage.""]}, {""name"": ""Heavy Crossbow"", ""entries"": [""{@atk rw} {@hit 2} to hit, range 100/400 ft., one target. {@h}5 ({@damage 1d10}) piercing damage.""]}, {""name"": ""Leadership (Recharges after a Short or Long Rest)"", ""entries"": [""For 1 minute, the knight can utter a special command or warning whenever a nonhostile creature that it can see within 30 feet of it makes an attack roll or a saving throw. The creature can add a {@dice d4} to its roll provided it can hear and understand the knight. A creature can benefit from only one Leadership die at a time. This effect ends if the knight is {@condition incapacitated}.""]}]",,"[{""name"": ""Parry"", ""entries"": [""The knight adds 2 to its AC against one melee attack that would hit it. To do so, the knight must see the attacker and be wielding a melee weapon.""]}]",,
Kobold,MM,"[""S""]","{""type"": ""humanoid"", ""tags"": [""kobold""]}","[""L"", ""E""]",[12],"{""average"": 5, ""formula"": ""2d6 - 2""}","{""walk"": 30}",7,15,9,8,7,8,,,8,"[""Common"", ""Draconic""]",1/8,"[{""name"": ""Sunlight Sensitivity"", ""entries"": [""While in sunlight, the kobold has disadvantage on attack rolls, as well as on Wisdom ({@skill Perception}) checks that rely on sight.""]}, {""name"": ""Pack Tactics"", ""entries"": [""The kobold has advantage on an attack roll against a creature if at least one of the kobold's allies is within 5 feet of the creature and the ally isn't {@condition incapacitated}.""]}]","[{""name"": ""Dagger"", ""entries"": [""{@atk mw} {@hit 4} to hit, reach 5 ft., one target. {@h}4 ({@damage 1d4 + 2}) piercing damage.""]}, {""name"": ""Sling"", ""entries"": [""{@atk rw} {@hit 4} to hit, range 30/120 ft., one target. {@h}4 ({@damage 1d4 + 2}) bludgeoning damage.""]}]",,,,
Kraken,MM,"[""G""]","{""type"": ""monstrosity"", ""tags"": [""titan""]}","[""C"", ""E""]","[{""ac"": 18, ""from"": [""natural armor""]}]","{""average"": 472, ""formula"": ""27d20 + 189""}","{""walk"": 20, ""swim"": 60}",30,11,25,22,18,20,"{""str"": ""+17"", ""dex"": ""+7"", ""con"": ""+14"", ""int"": ""+13"", ""wis"": ""+11""}",,14,"[""Abyssal"", ""Celestial"", ""Infernal"", ""Primordial"", ""telepathy 120 ft. but can't speak""]",23,"[{""name"": ""Amphibious"", ""entries"": [""The kraken can breathe air and water.""]}, {""name"": ""Freedom of Movement"", ""entries"": [""The kraken ignores {@quickref difficult terrain||3}, and magical effects can't reduce its speed or cause it to be {@condition restrained}. It can spend 5 feet of movement to escape from nonmagical restraints or being {@condition grappled}.""]}, {""name"": ""Siege Monster"", ""entries"": [""The kraken deals double damage to objects and structures.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The kraken makes three tentacle attacks, each of which it can replace with one use of Fling.""]}, {""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 17} to hit, reach 5 ft., one target. {@h}23 ({@damage 3d8 + 10}) piercing damage. If the target is a Large or smaller creature {@condition grappled} by the kraken, that creature is swallowed, and the grapple ends. While swallowed, the creature is {@condition blinded} and {@condition restrained}, it has {@quickref Cover||3||total cover} against attacks and other effects outside the kraken, and it takes 42 ({@damage 12d6}) acid damage at the start of each of the kraken's turns. If the kraken takes 50 damage or more on a single turn from a creature inside it, the kraken must succeed on a {@dc 25} Constitution saving throw at the end of that turn or regurgitate all swallowed creatures, which fall {@condition prone} in a space within 10 feet of the kraken. If the kraken dies, a swallowed creature is no longer {@condition restrained} by it and can escape from the corpse using 15 feet of movement, exiting {@condition prone}.""]}, {""name"": ""Tentacle"", ""entries"": [""{@atk mw} {@hit 17} to hit, reach 30 ft., one target. {@h}20 ({@damage 3d6 + 10}) bludgeoning damage, and the target is {@condition grappled} (escape {@dc 18}). Until this grapple ends, the target is {@condition restrained}. The kraken has ten tentacles, each of which can grapple one target.""]}, {""name"": ""Fling"", ""entries"": [""One Large or smaller object held or creature {@condition grappled} by the kraken is thrown up to 60 feet in a random direction and knocked {@condition prone}. If a thrown target strikes a solid surface, the target takes 3 ({@damage 1d6}) bludgeoning damage for every 10 feet it was thrown. If the target is thrown at another creature, that creature must succeed on a {@dc 18} Dexterity saving throw or take the same damage and be knocked {@condition prone}.""]}, {""name"": ""Lightning Storm"", ""entries"": [""The kraken magically creates three bolts of lightning, each of which can strike a target the kraken can see within 120 feet of it. A target must make a {@dc 23} Dexterity saving throw, taking 22 ({@damage 4d10}) lightning damage on a failed save, or half as much damage on a successful one.""]}]",,,"[{""name"": ""Tentacle Attack or Fling"", ""entries"": [""The kraken makes one tentacle attack or uses its Fling.""]}, {""name"": ""Lightning Storm (Costs 2 Actions)"", ""entries"": [""The kraken uses Lightning Storm.""]}, {""name"": ""Ink Cloud (Costs 3 Actions)"", ""entries"": [""While underwater, the kraken expels an ink cloud in a 60-foot radius. The cloud spreads around corners, and that area is heavily obscured to creatures other than the kraken. Each creature other than the kraken that ends its turn there must succeed on a {@dc 23} Constitution saving throw, taking 16 ({@damage 3d10}) poison damage on a failed save, or half as much damage on a successful one. A strong current disperses the cloud, which otherwise disappears at the end of the kraken's next turn.""]}]",
Lamia,MM,"[""L""]",monstrosity,"[""C"", ""E""]","[{""ac"": 13, ""from"": [""natural armor""]}]","{""average"": 97, ""formula"": ""13d10 + 26""}","{""walk"": 30}",16,13,15,14,15,16,,"{""deception"": ""+7"", ""insight"": ""+4"", ""stealth"": ""+3""}",12,"[""Abyssal"", ""Common""]",4,,"[{""name"": ""Multiattack"", ""entries"": [""The lamia makes two attacks: one with its claws and one with its dagger or Intoxicating Touch.""]}, {""name"": ""Claws"", ""entries"": [""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}14 ({@damage 2d10 + 3}) slashing damage.""]}, {""name"": ""Dagger"", ""entries"": [""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}5 ({@damage 1d4 + 3}) piercing damage.""]}, {""name"": ""Intoxicating Touch"", ""entries"": [""{@atk ms} {@hit 5} to hit, reach 5 ft., one creature. {@h}The target is magically cursed for 1 hour. Until the curse ends, the target has disadvantage on Wisdom saving throws and all ability checks.""]}]",,,,"[{""name"": ""Innate Spellcasting"", ""type"": ""spellcasting"", ""headerEntries"": [""The lamia's innate spellcasting ability is Charisma (spell save {@dc 13}). It can innately cast the following spells, requiring no material components.""], ""will"": [""{@spell disguise self} (any humanoid form)"", ""{@spell major image}""], ""daily"": {""1"": [""{@spell geas}""], ""3e"": [""{@spell charm person}"", ""{@spell mirror image}"", ""{@spell scrying}"", ""{@spell suggestion}""]}, ""ability"": ""cha""}]"
