Name,Source,Type,IsBaseItem,Rarity,Weight,Value,RequiresAttunement,Description,Property,Damage,DamageType,ArmorClass
Bit and bridle,PHB,TAH,False,none,1,200,,,,,,
Black Dragon Scale Mail,DMG,MA,False,very rare,45,,true,"[""Dragon scale mail is made of the scales of one kind of dragon. Sometimes dragons collect their cast-off scales and gift them to humanoids. Other times, hunters carefully skin and preserve the hide of a dead dragon. In either case, dragon scale mail is highly valued. While wearing this armor, you gain a +1 bonus to AC, you have advantage on saving throws against the Frightful Presence and breath weapons of dragons, and you have resistance to acid damage."", ""Additionally, you can focus your senses as an action to magically discern the distance and direction to the closest black dragon within 30 miles of you. This special action can't be used again until the next dawn.""]",,,,14
Blanket,PHB,G,False,none,3,50,,,,,,
Block and Tackle,PHB,G,False,none,5,100,,"[""A set of pulleys with a cable threaded through them and a hook to attach to objects, a block and tackle allows you to hoist up to four times the weight you can normally lift.""]",,,,
Blue Dragon Scale Mail,DMG,MA,False,very rare,45,,true,"[""Dragon scale mail is made of the scales of one kind of dragon. Sometimes dragons collect their cast-off scales and gift them to humanoids. Other times, hunters carefully skin and preserve the hide of a dead dragon. In either case, dragon scale mail is highly valued. While wearing this armor, you gain a +1 bonus to AC, you have advantage on saving throws against the Frightful Presence and breath weapons of dragons, and you have resistance to lightning damage."", ""Additionally, you can focus your senses as an action to magically discern the distance and direction to the closest blue dragon within 30 miles of you. This special action can't be used again until the next dawn.""]",,,,14
Book,PHB,G,False,none,5,2500,,"[""A book might contain poetry, historical accounts, information pertaining to a particular field of lore, diagrams and notes on gnomish contraptions, or just about anything else that can be represented using text or pictures. A book of spells is a {@item spellbook|phb}.""]",,,,
Boots of Elvenkind,DMG,,False,uncommon,,,,"[""While you wear these boots, your steps make no sound, regardless of the surface you are moving across. You also have advantage on Dexterity ({@skill Stealth}) checks that rely on moving silently.""]",,,,
Boots of Levitation,DMG,,False,rare,,,true,"[""While you wear these boots, you can use an action to cast the {@spell levitate} spell on yourself at will.""]",,,,
Boots of Speed,DMG,,False,rare,,,true,"[""While you wear these boots, you can use a bonus action and click the boots' heels together. If you do, the boots double your walking speed, and any creature that makes an opportunity attack against you has disadvantage on the attack roll. If you click your heels together again, you end the effect."", ""When the boots' property has been used for a total of 10 minutes, the magic ceases to function until you finish a long rest.""]",,,,
Boots of Striding and Springing,DMG,,False,uncommon,,,true,"[""While you wear these boots, your walking speed becomes 30 feet, unless your walking speed is higher, and your speed isn't reduced if you are encumbered or wearing heavy armor. In addition, you can jump three times the normal distance, though you can't jump farther than your remaining movement would allow.""]",,,,
Boots of the Winterlands,DMG,,False,uncommon,,,true,"[""These furred boots are snug and feel quite warm. While you wear them, you gain the following benefits:"", {""type"": ""list"", ""items"": [""You have resistance to cold damage."", ""You ignore {@quickref difficult terrain||3} created by ice or snow."", ""You can tolerate temperatures as low as -50 degrees Fahrenheit without any additional protection. If you wear heavy clothes, you can tolerate temperatures as low as -100 degrees Fahrenheit.""]}]",,,,
Bowl of Commanding Water Elementals,DMG,,False,rare,3,,,"[""While this bowl is filled with water, you can use an action to speak the bowl's command word and summon a {@creature water elemental}, as if you had cast the {@spell conjure elemental} spell. The bowl can't be used this way again until the next dawn."", ""The bowl is about 1 foot in diameter and half as deep. It weighs 3 pounds and holds about 3 gallons.""]",,,,
Bracers of Archery,DMG,,False,uncommon,,,true,"[""While wearing these bracers, you have proficiency with the {@item longbow|PHB} and {@item shortbow|PHB}, and you gain a +2 bonus to damage rolls on ranged attacks made with such weapons.""]",,,,
Bracers of Defense,DMG,,False,rare,,,true,"[""While wearing these bracers, you gain a +2 bonus to AC if you are wearing no armor and using no {@item shield|PHB}.""]",,,,
Brass Dragon Scale Mail,DMG,MA,False,very rare,45,,true,"[""Dragon scale mail is made of the scales of one kind of dragon. Sometimes dragons collect their cast-off scales and gift them to humanoids. Other times, hunters carefully skin and preserve the hide of a dead dragon. In either case, dragon scale mail is highly valued. While wearing this armor, you gain a +1 bonus to AC, you have advantage on saving throws against the Frightful Presence and breath weapons of dragons, and you have resistance to fire damage."", ""Additionally, you can focus your senses as an action to magically discern the distance and direction to the closest brass dragon within 30 miles of you. This special action can't be used again until the next dawn.""]",,,,14
Brazier of Commanding Fire Elementals,DMG,,False,rare,5,,,"[""While a fire burns in this brass brazier, you can use an action to speak the brazier's command word and summon a {@creature fire elemental}, as if you had cast the {@spell conjure elemental} spell. The brazier can't be used this way again until the next dawn."", ""The brazier weighs 5 pounds.""]",,,,
Bronze Dragon Scale Mail,DMG,MA,False,very rare,45,,true,"[""Dragon scale mail is made of the scales of one kind of dragon. Sometimes dragons collect their cast-off scales and gift them to humanoids. Other times, hunters carefully skin and preserve the hide of a dead dragon. In either case, dragon scale mail is highly valued. While wearing this armor, you gain a +1 bonus to AC, you have advantage on saving throws against the Frightful Presence and breath weapons of dragons, and you have resistance to lightning damage."", ""Additionally, you can focus your senses as an action to magically discern the distance and direction to the closest bronze dragon within 30 miles of you. This special action can't be used again until the next dawn.""]",,,,14
Brooch of Shielding,DMG,,False,uncommon,,,true,"[""While wearing this brooch, you have resistance to force damage, and you have immunity to damage from the {@spell magic missile} spell.""]",,,,
Broom of Flying,DMG,,False,uncommon,3,,,"[""This wooden broom, which weighs 3 pounds, functions like a mundane broom until you stand astride it and speak its command word. It then hovers beneath you and can be ridden in the air. It has a flying speed of 50 feet. It can carry up to 400 pounds, but its flying speed becomes 30 feet while carrying over 200 pounds. The broom stops hovering when you land."", ""You can send the broom to travel alone to a destination within 1 mile of you if you speak the command word, name the location, and are familiar with that place. The broom comes back to you when you speak another command word, provided that the broom is still within 1 mile of you.""]",,,,
Bucket,PHB,G,False,none,2,5,,"[""A bucket holds 3 gallons of liquid or ½ cubic foot of solids.""]",,,,
Bullseye Lantern,PHB,G,False,none,2,1000,,"[""A bullseye lantern casts bright light in a 60-foot cone and dim light for an additional 60 feet. Once lit, it burns for 6 hours on a flask (1 pint) of oil.""]",,,,
Burglar's Pack,PHB,G,False,none,44.5,1600,,"[""Includes:"", {""type"": ""list"", ""items"": [""a {@item backpack|phb}"", ""a {@item Ball Bearings (Bag of 1,000)|phb|bag of 1,000 ball bearings}"", ""10 feet of string"", ""a {@item bell|phb}"", ""5 {@item candle|phb|candles}"", ""a {@item crowbar|phb}"", ""a {@item hammer|phb}"", ""10 {@item piton|phb|pitons}"", ""a {@item hooded lantern|phb}"", ""2 {@item Oil (flask)|phb|flasks of oil}"", ""5 days {@item Rations (1 day)|phb|rations}"", ""a {@item tinderbox|phb}"", ""a {@item waterskin|phb}"", ""{@item Hempen Rope (50 feet)|phb|50 feet of hempen rope}""]}]",,,,
Burnt Othur Fumes,DMG,G,False,none,,50000,,"[""A creature subjected to this poison must succeed on a {@dc 13} Constitution saving throw or take 10 ({@damage 3d6}) poison damage, and must repeat the saving throw at the start of each of its turns. On each successive failed save, the character takes 3 ({@damage 1d6}) poison damage. After three successful saves, the poison ends.""]",,,,
Caltrop,PHB,G,False,none,0.1,5,,"[""As an action, you can spread a single bag of caltrops to cover a 5-foot-square area. Any creature that enters the area must succeed on a {@dc 15} Dexterity saving throw or stop moving and take 1 piercing damage. Until the creature regains at least 1 hit point, its walking speed is reduced by 10 feet. A creature moving through the area at half speed doesn't need to make the saving throw.""]",,,,
Caltrops (bag of 20),PHB,G,False,none,2,100,,"[""As an action, you can spread a single bag of caltrops to cover a 5-foot-square area. Any creature that enters the area must succeed on a {@dc 15} Dexterity saving throw or stop moving and take 1 piercing damage. Until the creature regains at least 1 hit point, its walking speed is reduced by 10 feet. A creature moving through the area at half speed doesn't need to make the saving throw.""]",,,,
Camel,PHB,MNT,False,none,,5000,,,,,,
Candle,PHB,G,False,none,,1,,"[""For 1 hour, a candle sheds bright light in a 5-foot radius and dim light for an additional 5 feet.""]",,,,
Candle of Invocation,DMG,,False,very rare,,,true,"[""This slender taper is dedicated to a deity and shares that deity's alignment. The candle's alignment can be detected with the {@spell detect evil and good} spell. The DM chooses the god and associated alignment or determines the alignment randomly."", {""type"": ""table"", ""colLabels"": [""{@dice d20}"", ""Alignment""], ""colStyles"": [""col-1 text-center"", ""col-11""], ""rows"": [[""1-2"", ""Chaotic evil""], [""3-4"", ""Chaotic neutral""], [""5-7"", ""Chaotic good""], [""8-9"", ""Neutral evil""], [""10-11"", ""Neutral""], [""12-13"", ""Neutral good""], [""14-15"", ""Lawful evil""], [""16-17"", ""Lawful neutral""], [""18-20"", ""Lawful good""]]}, ""The candle's magic is activated when the candle is lit, which requires an action. After burning for 4 hours, the candle is destroyed. You can snuff it out early for use at a later time. Deduct the time it burned in increments of 1 minute from the candle's total burn time."", ""While lit, the candle sheds dim light in a 30-foot radius. Any creature within that light whose alignment matches that of the candle makes attack rolls, saving throws, and ability checks with advantage. In addition, a cleric or druid in the light whose alignment matches the candle's can cast 1st-level spells he or she has prepared without expending spell slots, though the spell's effect is as if cast with a 1st-level slot."", ""Alternatively, when you light the candle for the first time, you can cast the {@spell gate} spell with it. Doing so destroys the candle.""]",,,,
Canvas (1 sq. yd.),PHB,TG,False,none,,10,,,,,,
Cape of the Mountebank,DMG,,False,rare,,,,"[""This cape smells faintly of brimstone. While wearing it, you can use it to cast the {@spell dimension door} spell as an action. This property of the cape can't be used again until the next dawn."", ""When you disappear, you leave behind a cloud of smoke, and you appear in a similar cloud of smoke at your destination. The smoke lightly obscures the space you left and the space you appear in, and it dissipates at the end of your next turn. A light or stronger wind disperses the smoke.""]",,,,
"Carpet of Flying, 3 ft. × 5 ft.",DMG,,False,very rare,,,,"[""You can speak the carpet's command word as an action to make the carpet hover and fly. It moves according to your spoken directions, provided that you are within 30 feet of it."", ""A 3 ft. × 5 ft. carpet can carry up to 200 lb. at a fly speed of 80 feet. A carpet can carry up to twice this weight, but it flies at half speed if it carries more than its normal capacity.""]",,,,
